03/02/2016 20:58:03	Alpari client starting!
03/02/2016 20:58:03	Sending web request to https://my.alpari.ru/ru/
03/02/2016 20:58:05	Logged in
03/02/2016 20:58:05	Sending web request to https://my.alpari.ru/ru/platforms/binarytrader/
03/02/2016 20:58:06	Token: 93017e86873b0133210ad8707419be93f2eb2816
03/02/2016 20:58:06	CONNECTION CLOSED
03/02/2016 20:58:08	
**********************************************
Alpari Websocket connected!!!
**********************************************
03/02/2016 20:58:11	Tick: 1.10516
03/02/2016 20:58:11	Tick: 1.10514
03/02/2016 20:58:11	Tick: 1.10513
03/02/2016 20:58:12	Tick: 1.10512
03/02/2016 20:58:12	Tick: 1.10511
03/02/2016 20:58:13	Tick: 1.10512
03/02/2016 20:58:13	Tick: 1.1051
03/02/2016 20:58:14	Tick: 1.10509
03/02/2016 20:58:14	Tick: 1.1051
03/02/2016 20:58:14	Tick: 1.10509
03/02/2016 20:58:16	Tick: 1.1051
03/02/2016 20:58:16	Tick: 1.10511
03/02/2016 20:58:19	Tick: 1.10514
03/02/2016 20:58:19	Tick: 1.10516
03/02/2016 20:58:20	Tick: 1.10524
03/02/2016 20:58:21	Tick: 1.10527
03/02/2016 20:58:22	Tick: 1.10531
03/02/2016 20:58:22	Tick: 1.10526
03/02/2016 20:58:23	Tick: 1.10527
03/02/2016 20:58:23	Tick: 1.1053
03/02/2016 20:58:23	Tick: 1.10531
03/02/2016 20:58:23	Tick: 1.10534
03/02/2016 20:58:24	Tick: 1.10535
03/02/2016 20:58:25	Tick: 1.10534
03/02/2016 20:58:25	Tick: 1.10529
03/02/2016 20:58:25	Tick: 1.1053
03/02/2016 20:58:26	Tick: 1.10534
03/02/2016 20:58:26	Tick: 1.10525
03/02/2016 20:58:26	Tick: 1.10522
03/02/2016 20:58:26	Tick: 1.10521
03/02/2016 20:58:27	Tick: 1.10523
03/02/2016 20:58:27	Tick: 1.10525
03/02/2016 20:58:27	Tick: 1.10526
03/02/2016 20:58:28	Tick: 1.10525
03/02/2016 20:58:28	Tick: 1.10526
03/02/2016 20:58:29	Tick: 1.10521
03/02/2016 20:58:29	Tick: 1.10523
03/02/2016 20:58:30	Tick: 1.10525
03/02/2016 20:58:32	Tick: 1.10522
03/02/2016 20:58:32	Tick: 1.10523
03/02/2016 20:58:34	Tick: 1.10525
03/02/2016 20:58:34	Tick: 1.10524
03/02/2016 20:58:34	Tick: 1.10525
03/02/2016 20:58:34	Tick: 1.10524
03/02/2016 20:58:35	Tick: 1.10525
03/02/2016 20:58:35	Tick: 1.10534
03/02/2016 20:58:36	Tick: 1.10538
03/02/2016 20:58:36	Tick: 1.1054
03/02/2016 20:58:36	Tick: 1.10542
03/02/2016 20:58:36	Tick: 1.10543
03/02/2016 20:58:37	Tick: 1.10541
03/02/2016 20:58:37	Tick: 1.1054
03/02/2016 20:58:38	Tick: 1.10542
